generation,best_in_population,mean_fitness,global_best_fitness
324,935.477667,50.844934,935.477667
325,935.477667,114.047947,935.477667
326,935.477667,-23.381997,935.477667
327,935.477667,-49.757744,935.477667
328,935.477667,206.982253,935.477667
329,935.477667,274.955433,935.477667
330,935.477667,69.574634,935.477667
331,935.477667,155.585632,935.477667
332,935.477667,321.339403,935.477667
333,935.477667,196.313166,935.477667
334,935.477667,109.521777,935.477667
335,935.477667,-145.210871,935.477667
336,935.477667,-174.857297,935.477667
337,935.477667,-48.022282,935.477667
338,935.477667,84.118142,935.477667
339,935.477667,-169.597646,935.477667
340,935.477667,-8.451538,935.477667
341,935.477667,-83.381720,935.477667
342,935.477667,123.830271,935.477667
343,935.477667,231.744202,935.477667
344,935.477667,96.186837,935.477667
345,935.477667,140.030403,935.477667
346,935.477667,254.343278,935.477667
347,935.477667,133.638405,935.477667
348,935.477667,292.674511,935.477667
349,935.477667,27.394943,935.477667
350,935.477667,203.344295,935.477667
351,935.477667,-123.590726,935.477667
352,935.477667,17.784450,935.477667
353,935.477667,191.922953,935.477667
354,935.477667,-51.577286,935.477667
355,935.477667,4.070157,935.477667
356,935.477667,-37.107973,935.477667
357,935.477667,47.781376,935.477667
358,935.477667,394.609590,935.477667
359,935.477667,-53.692540,935.477667
360,935.477667,148.695204,935.477667
361,935.477667,80.404124,935.477667
362,935.477667,326.360168,935.477667
363,935.477667,-54.314725,935.477667
364,935.477667,86.906397,935.477667
365,935.477667,65.267559,935.477667
366,935.477667,79.581491,935.477667
367,935.477667,46.876194,935.477667
368,935.477667,6.625444,935.477667
369,935.477667,190.821740,935.477667
370,935.477667,-44.899613,935.477667
371,935.477667,222.220065,935.477667
372,935.477667,-204.030159,935.477667
373,935.477667,59.726761,935.477667
374,935.477667,229.010573,935.477667
375,935.477667,12.421048,935.477667
376,935.477667,-33.416544,935.477667
377,935.477667,165.177760,935.477667
378,935.477667,150.518953,935.477667
379,935.477667,253.495320,935.477667
380,935.477667,124.359490,935.477667
381,935.477667,77.752458,935.477667
382,935.477667,-166.224236,935.477667
383,935.477667,-21.015901,935.477667
384,935.477667,10.437773,935.477667
385,935.477667,12.858769,935.477667
386,935.477667,142.374581,935.477667
387,935.477667,108.234310,935.477667
388,935.477667,14.505608,935.477667
389,935.477667,-6.195891,935.477667
390,935.477667,403.024219,935.477667
391,935.477667,229.906610,935.477667
392,935.477667,97.119157,935.477667
393,935.477667,86.780356,935.477667
394,935.729000,60.496803,935.729000
395,935.729000,220.773216,935.729000
396,935.729000,-110.634397,935.729000
397,935.729000,-137.880207,935.729000
