generation,best_in_population,mean_fitness,global_best_fitness
94,994.828667,394.509229,994.828667
95,994.828667,230.863919,994.828667
96,994.828667,357.187808,994.828667
97,994.828667,473.584631,994.828667
98,994.836000,344.871809,994.836000
99,995.177000,455.469982,995.177000
100,995.226333,292.317965,995.226333
101,995.226333,605.393621,995.226333
102,995.226333,495.552030,995.226333
103,995.226333,468.078795,995.226333
104,995.226333,273.924756,995.226333
105,995.228667,584.120504,995.228667
106,995.283667,535.481275,995.283667
107,996.075333,517.092323,996.075333
108,996.075333,359.600860,996.075333
109,996.075333,287.098311,996.075333
110,996.075333,302.051424,996.075333
111,996.075333,372.482034,996.075333
112,996.075333,164.643274,996.075333
113,996.075667,375.421987,996.075667
114,996.075667,475.725094,996.075667
115,996.075667,302.437544,996.075667
116,996.076000,431.226690,996.076000
117,996.076000,282.891111,996.076000
118,996.076000,550.035579,996.076000
119,996.076000,360.232220,996.076000
120,996.076000,345.748215,996.076000
121,996.076000,298.396569,996.076000
122,996.076000,375.092713,996.076000
123,996.076000,600.886342,996.076000
124,996.076333,401.276143,996.076333
125,996.076333,372.741304,996.076333
126,996.076333,252.403750,996.076333
127,996.076333,359.920920,996.076333
128,996.076333,-2.343582,996.076333
129,996.076333,445.758415,996.076333
130,996.076333,360.243808,996.076333
131,996.076333,213.455405,996.076333
132,996.076333,124.201036,996.076333
133,996.076333,557.370826,996.076333
134,996.076333,475.668805,996.076333
135,996.076333,44.334772,996.076333
136,996.076333,664.140831,996.076333
137,996.076333,591.486201,996.076333
138,996.076333,205.702937,996.076333
139,996.076333,316.379788,996.076333
140,996.076333,244.791412,996.076333
141,996.076333,228.972082,996.076333
142,996.076333,444.138725,996.076333
143,996.076333,271.699539,996.076333
144,996.076333,430.929824,996.076333
145,996.076333,221.212428,996.076333
146,996.076333,223.770924,996.076333
147,996.076333,83.394245,996.076333
148,996.076333,128.847371,996.076333
149,996.076333,160.139533,996.076333
150,996.076333,104.880958,996.076333
151,996.076333,5.960242,996.076333
152,996.076333,-15.273615,996.076333
153,996.076333,489.391487,996.076333
154,996.076333,373.689144,996.076333
155,996.076333,377.956491,996.076333
156,996.076333,413.752618,996.076333
157,996.076333,285.759899,996.076333
158,996.076333,60.033783,996.076333
159,996.076333,371.995109,996.076333
160,996.076333,-12.519083,996.076333
161,996.076333,605.059073,996.076333
162,996.076333,228.145707,996.076333
163,996.076667,545.859688,996.076667
164,996.076667,167.685714,996.076667
165,996.076667,620.574324,996.076667
166,996.076667,475.945383,996.076667
167,996.076667,374.304801,996.076667
168,996.076667,305.168954,996.076667
169,996.076667,649.210900,996.076667
170,996.076667,377.015280,996.076667
171,996.076667,217.682701,996.076667
172,996.076667,238.147879,996.076667
173,996.076667,306.005230,996.076667
174,996.076667,371.456941,996.076667
175,996.076667,115.621652,996.076667
176,996.076667,482.195928,996.076667
177,996.076667,85.005216,996.076667
178,996.076667,458.141013,996.076667
179,996.076667,372.636442,996.076667
180,996.076667,287.850822,996.076667
181,996.076667,153.911983,996.076667
182,996.076667,664.262174,996.076667
183,996.076667,574.594796,996.076667
184,996.076667,501.881754,996.076667
185,996.076667,531.468264,996.076667
186,996.076667,345.011108,996.076667
187,996.076667,278.419119,996.076667
188,996.076667,503.112395,996.076667
189,996.076667,281.491324,996.076667
190,996.076667,28.324602,996.076667
191,996.076667,335.798940,996.076667
192,996.076667,284.817907,996.076667
193,996.076667,302.413844,996.076667
194,996.076667,546.854880,996.076667
195,996.076667,316.090459,996.076667
196,996.076667,315.393972,996.076667
197,996.076667,371.532516,996.076667
198,996.076667,140.853214,996.076667
199,996.076667,189.485009,996.076667
200,996.076667,545.046797,996.076667
201,996.076667,274.492684,996.076667
202,996.076667,130.781130,996.076667
203,996.076667,707.101853,996.076667
204,996.076667,447.665029,996.076667
205,996.076667,113.896153,996.076667
206,996.076667,246.692764,996.076667
207,996.076667,360.207653,996.076667
208,996.076667,343.544006,996.076667
209,996.076667,288.596400,996.076667
210,996.076667,558.272492,996.076667
211,996.076667,157.834254,996.076667
212,996.076667,447.728740,996.076667
213,996.076667,315.149368,996.076667
214,996.076667,328.892524,996.076667
215,996.076667,317.430613,996.076667
216,996.076667,461.307140,996.076667
217,996.076667,219.120654,996.076667
218,996.076667,175.795334,996.076667
219,996.076667,433.019832,996.076667
220,996.076667,398.527286,996.076667
221,996.076667,268.202164,996.076667
222,996.076667,302.147344,996.076667
223,996.076667,241.635958,996.076667
224,996.076667,388.845620,996.076667
225,996.076667,302.388821,996.076667
226,996.076667,129.770820,996.076667
227,996.076667,128.620942,996.076667
228,996.076667,323.326514,996.076667
229,996.076667,97.314950,996.076667
230,996.076667,334.106715,996.076667
231,996.076667,128.671982,996.076667
232,996.076667,-12.074421,996.076667
233,996.076667,16.782853,996.076667
234,996.076667,213.409312,996.076667
235,996.076667,274.722818,996.076667
236,996.076667,84.874689,996.076667
237,996.076667,273.971103,996.076667
238,996.076667,374.514377,996.076667
239,996.076667,370.025139,996.076667
240,996.076667,-32.836348,996.076667
241,996.076667,216.489639,996.076667
242,996.076667,91.527479,996.076667
243,996.076667,-58.920315,996.076667
244,996.076667,510.965320,996.076667
245,996.076667,372.922029,996.076667
246,996.076667,218.421162,996.076667
247,996.076667,489.404780,996.076667
248,996.076667,119.940112,996.076667
249,996.076667,431.640629,996.076667
250,996.076667,501.097033,996.076667
251,996.076667,417.871962,996.076667
